ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	accession
map01230	Biosynthesis of amino acids	106/817	238/13584	0.44537815126050423	7.405161330137931	25.21781420634527	2.139028643186614e-66	4.727253301442417e-64	3.242317101251289e-64	K00265/K01958/K01681/K00031/K00615/K01687/K01652/K01649/K00058/K00134/K00873/K01703/K00266/K01755/K01586/K01940/K01915/K01733/K00800/K01626/K00013/K00003/K12524/K00928/K01647/K00812/K00600/K01689/K00918/K00836/K00147/K01754/K14260/K00927/K01803/K00641/K01696/K00549/K01736/K00821/K14267/K00789/K01739/K00620/K14155/K01735/K13829/K04517/K00831/K00616/K01738/K00826/K00817/K01439/K00766/K00133/K00052/K00145/K01620/K00948/K01624/K21071/K00053/K03340/K01714/K04518/K00872/K00674/K16370/K00611/K00930/K00931/K01778/K00765/K02502/K01476/K00014/K05602/K00286/K01657/K02500/K01089/K01609/K01695/K01814/K01817/K01834/K01783/K00215/K01243/K02501/K01079/K01693/K01704/K00640/K08094/K00891/K03786/K00619/K01653/K01808/K07173/K01496/K11755/K04092/K01523	106	GCF_000422745.1
map01240	Biosynthesis of cofactors	96/817	375/13584	0.256	4.256430844553243	16.176589797066853	1.2263648519178715e-35	1.3551331613692479e-33	9.294554667167025e-34	K01955/K01077/K01950/K13950/K00278/K01937/K02551/K01885/K00767/K00231/K00128/K00382/K01756/K11754/K13038/K01845/K01465/K00012/K00763/K00600/K02552/K03517/K02858/K14652/K01939/K01772/K09458/K04487/K02302/K02492/K03750/K01911/K02549/K00789/K01956/K01719/K01809/K00831/K00826/K02259/K03639/K03800/K01749/K01599/K11752/K00226/K00254/K11753/K03644/K01698/K00946/K00858/K02257/K00609/K11212/K02548/K00867/K17828/K00796/K01661/K06215/K01491/K00963/K03179/K00868/K01591/K02823/K13542/K00355/K00950/K01633/K00059/K12234/K09903/K03183/K02226/K03801/K01495/K00793/K14941/K08681/K00939/K00859/K00762/K00969/K05979/K00287/K00954/K03637/K13940/K03638/K00794/K03635/K00940/K01579/K21142	96	GCF_000422745.1
map03010	Ribosome	53/817	143/13584	0.3706293706293706	6.162337050953942	15.698676278597945	1.3873058678308436e-28	1.0219819893020549e-26	7.009545437461105e-27	K02945/K02967/K02886/K02982/K02988/K02863/K02879/K02906/K02926/K02986/K02897/K02931/K02933/K02864/K02992/K02996/K02876/K02939/K02871/K02867/K02878/K02959/K02994/K02948/K02890/K02935/K02887/K02952/K02895/K02990/K02950/K02874/K02881/K02884/K02888/K02946/K02954/K02904/K02892/K02961/K02965/K02956/K02968/K02899/K02963/K02909/K02902/K02911/K02916/K02907/K02913/K02914/K02919	53	GCF_000422745.1
map01200	Carbon metabolism	69/817	365/13584	0.18904109589041096	3.1431263727972367	10.499276208105101	7.242606519118726e-18	4.001540101813096e-16	2.744566680929201e-16	K00164/K01616/K01958/K01681/K00163/K00123/K00031/K01782/K13788/K00615/K00232/K00658/K01895/K00239/K11263/K00863/K01810/K01638/K01966/K00058/K00036/K03781/K00851/K00134/K00873/K00033/K00382/K00116/K01679/K00627/K01637/K01647/K00600/K01689/K00918/K01754/K00927/K01803/K00148/K00626/K00925/K01903/K00831/K00616/K00161/K01738/K00948/K01624/K21071/K07404/K02446/K00162/K00024/K16370/K00874/K00845/K01902/K01491/K00240/K00886/K01834/K01783/K01079/K01625/K00640/K08094/K00241/K01808/K00242	69	GCF_000422745.1
map00240	Pyrimidine metabolism	34/817	111/13584	0.3063063063063063	5.092857851731781	10.952681164684892	7.744695135460474e-16	3.4231552498735296e-14	2.3478654726448594e-14	K01955/K01119/K00525/K11751/K01081/K01937/K01465/K00756/K00758/K06016/K01956/K00526/K00226/K00254/K00609/K17828/K01591/K02823/K00560/K00757/K00945/K09903/K00857/K00761/K06287/K00943/K01494/K06966/K00762/K02825/K01485/K01520/K00940/K01489	34	GCF_000422745.1
map01232	Nucleotide metabolism	35/817	123/13584	0.2845528455284553	4.731169955518404	10.515341334131216	3.654183810052217e-15	1.3459577033692334e-13	9.231622256974021e-14	K00525/K11751/K01081/K01937/K01951/K00088/K01129/K01756/K00756/K00758/K01939/K01488/K00526/K00760/K00942/K03783/K00560/K00757/K01241/K00945/K01239/K09903/K00857/K00761/K06287/K00943/K01494/K06966/K00939/K02825/K00759/K01485/K01520/K00940/K01489	35	GCF_000422745.1
map00970	Aminoacyl-tRNA biosynthesis	24/817	66/13584	0.36363636363636365	6.046066540558585	10.395207654977634	2.0119355522307926e-13	6.351967957757217e-12	4.356672474003521e-12	K01870/K01872/K01873/K01869/K01890/K01868/K01876/K01881/K01887/K01874/K04567/K02434/K01885/K02433/K01880/K01883/K01866/K01875/K01892/K01889/K01867/K00604/K01042/K02435	24	GCF_000422745.1
map00051	Fructose and mannose metabolism	31/817	112/13584	0.2767857142857143	4.60202832663053	9.68287995159309	3.1780784847133156e-13	8.779441814020534e-12	6.021622392088387e-12	K00068/K01629/K02768/K02769/K02770/K02798/K02800/K00863/K01818/K01840/K00045/K00848/K18334/K00594/K01803/K01820/K01805/K00009/K01809/K00971/K00008/K01624/K21071/K02446/K00064/K00882/K16370/K07046/K00847/K19270/K01808	31	GCF_000422745.1
map00010	Glycolysis / Gluconeogenesis	28/817	106/13584	0.2641509433962264	4.3919539964435	8.868590650181519	1.5446399534182985e-11	3.7929492189493775e-10	2.6014988689150293e-10	K00163/K00001/K01895/K01596/K01810/K01835/K00134/K00873/K00128/K00382/K00627/K01689/K00918/K00927/K01803/K00161/K13979/K13953/K01624/K21071/K02446/K00162/K00016/K16370/K01785/K00845/K00886/K01834	28	GCF_000422745.1
map00020	Citrate cycle (TCA cycle)	22/817	67/13584	0.3283582089552239	5.459507846325289	9.256538808171731	2.1513417480887456e-11	4.754465263276128e-10	3.260981176050309e-10	K00164/K01616/K01958/K01681/K00163/K00031/K00658/K01596/K00239/K00382/K00116/K01679/K00627/K01647/K01903/K00161/K00162/K00024/K01902/K00240/K00241/K00242	22	GCF_000422745.1
