ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	accession
map01230	Biosynthesis of amino acids	94/982	238/13584	0.3949579831932773	5.463451368327371	19.391775834045745	5.4204444954626095e-46	1.4255769023066663e-43	1.038443050709679e-43	K00265/K01681/K00548/K00615/K01953/K01687/K01652/K01649/K00549/K00058/K01657/K00873/K01703/K00266/K01755/K01626/K01915/K01733/K00800/K00600/K00928/K00013/K01689/K01647/K00147/K01586/K01696/K01754/K00620/K00031/K00789/K01940/K01739/K00812/K00821/K01439/K00927/K01760/K00831/K00641/K01736/K00817/K00931/K13810/K02502/K01735/K00826/K01738/K00052/K01750/K00003/K00133/K00053/K00134/K00766/K01620/K00640/K02204/K01778/K00948/K00145/K00611/K00220/K01714/K00930/K01623/K04518/K00500/K01079/K00286/K00674/K00014/K01695/K01807/K01609/K02500/K01803/K01814/K00215/K01834/K01783/K00765/K01817/K01704/K02501/K01693/K01658/K00891/K01653/K01808/K03786/K01496/K01523/K04092	94	GCF_001598355.1
map01240	Biosynthesis of cofactors	114/982	375/13584	0.304	4.205230142566191	17.570079988648985	2.0315198090692348e-42	2.6714485489260437e-40	1.9459821328978987e-40	K01955/K01950/K01113/K03147/K09883/K01665/K03342/K01938/K01077/K01937/K00278/K00128/K01885/K00382/K01919/K00012/K00600/K11754/K01756/K01939/K14652/K00103/K00225/K00652/K09458/K00643/K00833/K03750/K00789/K03185/K00941/K01465/K01556/K01956/K00831/K06897/K00826/K01012/K04487/K00457/K00796/K01497/K02259/K00254/K03149/K00097/K09882/K01772/K03639/K03517/K08679/K00609/K11752/K11753/K01920/K00077/K01053/K01698/K03179/K03644/K01749/K01491/K02257/K00946/K00606/K00963/K00767/K00228/K00453/K01918/K01719/K02496/K13542/K13543/K01809/K00208/K02303/K00059/K03525/K03183/K00858/K02302/K00568/K03474/K09903/K00788/K01599/K01591/K00939/K00969/K13038/K01495/K01935/K02169/K00275/K00793/K03809/K00859/K00762/K03801/K00798/K06134/K03638/K03637/K00954/K02372/K00287/K00950/K03635/K01633/K08973/K19222/K00940/K00794	114	GCF_001598355.1
map02040	Flagellar assembly	37/982	55/13584	0.6727272727272727	9.305832253286429	17.229215721496573	1.3116037081532828e-29	1.149839250814378e-27	8.375855259084121e-28	K02400/K03086/K02407/K03092/K02412/K02396/K02409/K10943/K02390/K02394/K02401/K02410/K10941/K02557/K02416/K02397/K02556/K02406/K02392/K02421/K02419/K02405/K02391/K02411/K02393/K02389/K02415/K02386/K02388/K02422/K02395/K02408/K02387/K02398/K02417/K02420/K02418	37	GCF_001598355.1
map03010	Ribosome	54/982	143/13584	0.3776223776223776	5.223648042385313	14.173392234422778	1.247912955902606e-25	8.205027685059633e-24	5.976846262480903e-24	K02945/K02967/K02886/K02988/K02906/K02897/K02982/K02863/K02959/K02926/K02939/K02986/K02931/K02996/K02876/K02933/K02864/K02871/K02992/K02878/K02867/K02879/K02990/K02994/K02948/K02935/K02888/K02884/K02890/K02950/K02952/K02874/K02887/K02881/K02892/K02895/K02946/K02954/K02902/K02965/K02961/K02956/K02899/K02968/K02909/K02963/K02970/K02916/K02904/K02907/K02911/K02913/K02914/K02919	54	GCF_001598355.1
map01200	Carbon metabolism	85/982	365/13584	0.2328767123287671	3.2213821387718657	12.008928610926906	7.949172088327304e-23	4.181264518460162e-21	3.0457880422643567e-21	K00164/K00123/K01681/K01006/K00029/K01847/K01638/K03781/K00615/K07516/K01965/K00174/K01690/K00239/K01595/K01938/K01610/K01637/K00058/K00283/K00124/K01966/K00140/K01676/K00626/K01810/K00036/K01895/K00873/K00162/K00382/K01679/K11529/K00282/K01961/K00600/K00627/K01689/K01647/K01754/K00031/K01903/K00927/K00831/K00605/K13810/K00121/K01738/K00161/K00175/K00874/K00134/K00033/K00640/K00845/K00297/K11532/K00024/K00658/K01962/K00948/K01053/K01491/K01623/K01902/K01079/K00074/K01963/K01070/K01807/K00240/K01803/K00023/K01057/K01834/K01783/K02160/K05606/K01808/K00127/K00242/K02437/K00241/K01625/K00126	85	GCF_001598355.1
map04112	Cell cycle - Caulobacter	22/982	31/13584	0.7096774193548387	9.816963405820905	13.718796773900957	6.836832981507575e-19	2.996811790227487e-17	2.1829887765515417e-17	K13587/K01338/K03531/K02314/K02313/K03544/K03590/K03588/K02563/K13581/K11749/K13590/K03589/K13584/K06985/K01358/K13588/K13592/K13583/K13589/K11443/K02651	22	GCF_001598355.1
map00630	Glyoxylate and dicarboxylate metabolism	34/982	104/13584	0.3269230769230769	4.522324925583582	10.065491726396063	1.9947183738876374e-14	7.494441890463552e-13	5.459229233797745e-13	K00123/K01681/K01847/K01638/K03781/K01965/K01637/K00283/K00124/K01966/K00626/K00104/K01895/K01915/K00382/K11529/K00282/K00600/K11473/K01647/K00605/K11472/K07246/K00015/K00024/K01816/K01433/K00023/K01091/K05606/K00127/K02437/K01625/K00126	34	GCF_001598355.1
map00970	Aminoacyl-tRNA biosynthesis	24/982	66/13584	0.36363636363636365	5.030179596371043	9.161656471551101	1.0464389916496078e-11	3.4401681850480856e-10	2.505946006318798e-10	K01870/K01873/K01872/K01869/K01890/K01868/K01876/K01887/K04566/K01874/K01881/K02434/K02433/K01883/K01885/K01875/K01892/K01879/K01866/K01889/K01867/K01878/K00604/K02435	24	GCF_001598355.1
map01232	Nucleotide metabolism	32/982	123/13584	0.2601626016260163	3.598827678704486	8.082118871609879	1.0881180611535748e-10	3.179722778704335e-9	2.3162279196485452e-9	K11177/K00525/K01937/K01951/K00088/K01241/K01756/K01939/K01129/K00526/K21053/K11178/K06966/K00560/K03787/K04765/K05810/K07043/K09903/K00942/K00939/K00945/K00857/K13483/K00943/K06287/K01494/K00759/K00769/K01520/K01489/K00940	32	GCF_001598355.1
map00270	Cysteine and methionine metabolism	32/982	124/13584	0.25806451612903225	3.5698048748439657	8.024580125843627	1.367003902154924e-10	3.59522026266745e-9	2.618891686233644e-9	K00548/K00549/K00058/K00797/K01251/K01919/K01761/K00928/K00789/K01739/K10764/K00812/K01760/K00831/K00641/K00826/K01738/K00003/K08963/K00133/K17950/K00640/K00024/K01920/K00772/K01011/K05810/K09880/K08964/K08967/K08968/K01611	32	GCF_001598355.1
map00280	Valine, leucine and isoleucine degradation	23/982	69/13584	0.3333333333333333	4.610997963340123	8.394167295338832	2.161473781650811e-10	5.167887314310575e-9	3.764480653210026e-9	K01847/K01907/K01965/K01968/K01969/K01966/K00140/K00626/K09699/K00128/K00382/K00166/K00632/K00253/K00249/K00826/K00167/K00263/K01692/K00020/K01028/K01029/K05606	23	GCF_001598355.1
map00790	Folate biosynthesis	25/982	84/13584	0.2976190476190476	4.116962467267966	7.999045887130336	5.527140341168641e-10	1.2113649247727938e-8	8.824031070988533e-9	K01113/K01665/K03342/K01077/K11754/K14652/K03750/K06897/K00796/K01497/K03639/K00500/K06920/K10026/K01495/K07141/K03752/K09457/K03638/K03637/K00287/K00950/K03635/K01633/K01724	25	GCF_001598355.1
