ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	accession
map01240	Biosynthesis of cofactors	131/949	375/13584	0.34933333333333333	5.00036248682824	21.528974495043602	1.371134730444587e-58	3.455259520720359e-56	2.525774503450555e-56	K01955/K02230/K01950/K03147/K09883/K01665/K03342/K01113/K01719/K01749/K02496/K13542/K13543/K01938/K01077/K01937/K00278/K02232/K00128/K01885/K00382/K01919/K01956/K11754/K00600/K02224/K00763/K00012/K01756/K01939/K00652/K00643/K09458/K00833/K01465/K00789/K03185/K01556/K00595/K13038/K03750/K14652/K00831/K02229/K00826/K01012/K04487/K00457/K00796/K00609/K01053/K02259/K01497/K00254/K00768/K03639/K01772/K00097/K09882/K08679/K03149/K01698/K03517/K01599/K02225/K01920/K02227/K03179/K03644/K11753/K02257/K00946/K11752/K01491/K00941/K00963/K06042/K00606/K00767/K00228/K01918/K01809/K00208/K02302/K02228/K02303/K05936/K00858/K03525/K03183/K00059/K00355/K05934/K00568/K03474/K05895/K09903/K03394/K02233/K00788/K01591/K00939/K03801/K01495/K01935/K02169/K00969/K00793/K08281/K19221/K03809/K00762/K00798/K00275/K00859/K04719/K02226/K02231/K06134/K03638/K00950/K00954/K02372/K03637/K00287/K08973/K03635/K00794/K00940/K02189/K01633	131	GCF_013374115.1
map01230	Biosynthesis of amino acids	93/949	238/13584	0.3907563025210084	5.593291478867627	19.592066997551584	2.546346856323347e-46	3.208397038967417e-44	2.3453194729293986e-44	K00265/K00548/K01681/K00615/K01953/K01687/K01652/K01649/K00058/K01657/K00873/K00266/K01703/K01915/K01752/K01733/K01755/K01626/K00800/K00600/K00013/K00003/K01647/K01689/K00147/K01586/K01754/K00928/K00620/K01940/K01696/K00031/K00789/K01739/K00812/K01760/K00821/K00927/K00831/K00641/K13810/K01439/K00817/K00826/K02502/K01735/K00931/K01736/K01738/K00052/K00133/K00053/K00134/K01620/K00766/K02204/K01778/K00640/K00948/K00145/K00611/K11645/K00930/K00220/K04518/K01714/K00500/K01079/K00674/K00286/K01695/K00014/K02500/K01609/K00215/K01803/K01814/K01807/K01834/K00765/K01783/K01817/K01704/K01658/K02501/K01693/K00891/K01653/K01808/K03786/K01496/K01523/K04092	93	GCF_013374115.1
map02040	Flagellar assembly	36/949	55/13584	0.6545454545454545	9.369173292460964	17.044112427536366	1.0212317414786244e-28	8.578346628420445e-27	6.2707212196055886e-27	K02400/K03086/K02409/K03092/K02407/K10943/K02396/K02412/K02401/K02394/K02410/K02416/K02406/K02419/K02397/K02557/K02556/K02421/K02392/K02391/K02405/K02411/K02393/K02389/K10941/K02415/K02386/K02388/K02422/K02387/K02408/K02395/K02417/K02398/K02420/K02418	36	GCF_013374115.1
map03010	Ribosome	54/949	143/13584	0.3776223776223776	5.405292284112094	14.51343760118703	2.3490433390172962e-26	1.4798973035808966e-24	1.081796274547439e-24	K02945/K02967/K02886/K02988/K02906/K02982/K02897/K02863/K02926/K02931/K02986/K02939/K02996/K02876/K02933/K02864/K02871/K02992/K02878/K02990/K02867/K02959/K02879/K02994/K02884/K02948/K02890/K02935/K02950/K02874/K02952/K02887/K02881/K02888/K02895/K02892/K02946/K02954/K02902/K02899/K02965/K02961/K02956/K02968/K02909/K02963/K02970/K02904/K02916/K02911/K02907/K02913/K02914/K02919	54	GCF_013374115.1
map01200	Carbon metabolism	84/949	365/13584	0.23013698630136986	3.294184216983992	12.176395671629347	3.421017251082532e-23	1.7241926945455962e-21	1.2603747767146172e-21	K00164/K01681/K01595/K01006/K07516/K00029/K03781/K01847/K01638/K00615/K01965/K01895/K01690/K00239/K00116/K01938/K01610/K01637/K00058/K00283/K01966/K00140/K01676/K01810/K00873/K00036/K00162/K00382/K01752/K01679/K00282/K00627/K01961/K00600/K01647/K01689/K01754/K00626/K00658/K00605/K00031/K01903/K00927/K14448/K00831/K13810/K00121/K01738/K01053/K00161/K00134/K00874/K00033/K11532/K00845/K00024/K01962/K00640/K00297/K00948/K11645/K01902/K00074/K01491/K01963/K01070/K01079/K00034/K00240/K01803/K00023/K01057/K01807/K01834/K01783/K00851/K01625/K02160/K01808/K05606/K00241/K00242/K02437/K00925	84	GCF_013374115.1
map04112	Cell cycle - Caulobacter	22/949	31/13584	0.7096774193548387	10.158333050069682	13.990166853488324	3.2688126121298343e-19	1.3729012970945303e-17	1.0035828195135457e-17	K01338/K13587/K03531/K02313/K02314/K03544/K03590/K03588/K13581/K02563/K11749/K13590/K03589/K13583/K13584/K01358/K06985/K13588/K13592/K11443/K13589/K02651	22	GCF_013374115.1
map00860	Porphyrin metabolism	40/949	139/13584	0.28776978417266186	4.119140935934077	10.129903979397124	4.154329221953699e-15	1.4955585199033317e-13	1.0932445320930788e-13	K02230/K09883/K01719/K01749/K02496/K13542/K13543/K02232/K01885/K02224/K00643/K00595/K02229/K02259/K00768/K01772/K09882/K01698/K01599/K02225/K02227/K02257/K06042/K00228/K02302/K02228/K02303/K05936/K05934/K05895/K03394/K02233/K19221/K00798/K02226/K02231/K07215/K03594/K08973/K02189	40	GCF_013374115.1
map03070	Bacterial secretion system	27/949	74/13584	0.36486486486486486	5.222681058297496	9.982051333270428	2.1366872712378345e-13	6.730564904399179e-12	4.920003585087119e-12	K03070/K02453/K03217/K02454/K03072/K03205/K03106/K12340/K03076/K02455/K02461/K02460/K03074/K03110/K02452/K03118/K02459/K03117/K03071/K02462/K02457/K02456/K03075/K02458/K03210/K03116/K03073	27	GCF_013374115.1
map00970	Aminoacyl-tRNA biosynthesis	24/949	66/13584	0.36363636363636365	5.205096273589425	9.38501612944734	5.065063671295686e-12	1.418217827962792e-10	1.0367089385692924e-10	K01873/K01870/K01872/K01869/K01890/K01879/K01868/K01876/K01887/K04566/K01874/K01881/K02433/K02434/K01883/K01885/K01875/K01892/K01866/K01889/K01867/K00604/K01878/K02435	24	GCF_013374115.1
map00190	Oxidative phosphorylation	45/949	223/13584	0.20179372197309417	2.8884783132587053	7.792705877495532	7.080226125188486e-11	1.7842169835474983e-9	1.3042521809557736e-9	K00937/K00341/K02298/K00336/K00239/K02274/K00425/K00342/K02111/K02112/K00343/K00412/K00335/K02297/K00333/K00426/K02275/K02259/K00337/K02276/K02257/K02115/K00332/K00413/K02108/K00240/K08738/K00339/K00334/K02299/K02109/K00411/K01507/K02113/K00331/K02258/K00338/K00241/K02300/K00242/K00330/K00340/K02114/K02110/K00424	45	GCF_013374115.1
