ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	accession
map01230	Biosynthesis of amino acids	109/854	238/13584	0.4579831932773109	7.28482868557259	25.33488551674308	8.17400734110881e-68	1.8228036370672645e-65	1.2648200833084157e-65	K00265/K01958/K01681/K00031/K00615/K01652/K01649/K01687/K00058/K01752/K01703/K00266/K00873/K01940/K01755/K01915/K00800/K01696/K01626/K00003/K12524/K00013/K01647/K00928/K00600/K00147/K00821/K00918/K01657/K01754/K01736/K00927/K01803/K00641/K00812/K14260/K14267/K00789/K14155/K01739/K00620/K01438/K04517/K00616/K00831/K00826/K00817/K01733/K01439/K01735/K13829/K00133/K01620/K00766/K00549/K00145/K00052/K00948/K21071/K00053/K00134/K01697/K01714/K01586/K16370/K04518/K01738/K00872/K00611/K00674/K00930/K01624/K01778/K00286/K00765/K02502/K11645/K00014/K00931/K05602/K01476/K00215/K01695/K01609/K02500/K01814/K01817/K01834/K01783/K01658/K02501/K01079/K08093/K01089/K01693/K01704/K00891/K08094/K00640/K01243/K01808/K01653/K00619/K07173/K03786/K01496/K11755/K04092/K01523	109	3Dt2h
map01240	Biosynthesis of cofactors	88/854	375/13584	0.23466666666666666	3.7326838407494147	13.898970601263963	3.31948136597828e-28	3.701221723065782e-26	2.568230319993722e-26	K01955/K01950/K00278/K02551/K01937/K01885/K00767/K00382/K01756/K11754/K01845/K03517/K00012/K00763/K01465/K20810/K01556/K01939/K02552/K00600/K02858/K14652/K01665/K03342/K13950/K03750/K03639/K00789/K01772/K01956/K13038/K01911/K02549/K04487/K00831/K00826/K09458/K01809/K03644/K00226/K00254/K00077/K01749/K02259/K01698/K02548/K00609/K11212/K00867/K02619/K01053/K01661/K01491/K06215/K19267/K01591/K01918/K00868/K11752/K01719/K13542/K00059/K09903/K03183/K02226/K01664/K00793/K00859/K00275/K03801/K00946/K08681/K00969/K00939/K01495/K02257/K00287/K03637/K03638/K00794/K03635/K00231/K00940/K00796/K00950/K01633/K21142/K08281	88	3Dt2h
map03010	Ribosome	49/854	143/13584	0.34265734265734266	5.450418434024991	13.856886440731481	7.236506624307049e-24	5.3791365907349065e-22	3.732513943063636e-22	K02945/K02967/K02886/K02982/K02863/K02988/K02926/K02906/K02897/K02986/K02931/K02879/K02933/K02876/K02867/K02864/K02992/K02996/K02871/K02878/K02959/K02948/K02994/K02890/K02935/K02887/K02952/K02874/K02950/K02881/K02895/K02884/K02961/K02904/K02946/K02888/K02954/K02892/K02965/K02956/K02968/K02899/K02909/K02902/K02916/K02907/K02913/K02914/K02919	49	3Dt2h
map01200	Carbon metabolism	80/854	365/13584	0.2191780821917808	3.4863174104135255	12.471430932869977	1.2546584665944594e-23	6.994720951264111e-22	4.8535472260364615e-22	K00164/K01616/K01958/K01681/K01595/K00163/K01007/K00031/K01782/K13788/K00615/K00232/K00281/K00283/K01895/K00239/K00658/K01810/K01637/K01638/K00058/K00033/K01966/K03781/K00140/K01752/K00382/K00873/K00116/K01679/K00627/K00036/K01647/K00600/K00918/K00605/K00925/K01754/K00148/K00927/K01803/K00626/K07404/K00830/K00248/K01903/K00161/K00616/K00831/K00162/K00948/K21071/K00134/K00863/K16370/K00024/K01738/K00845/K00874/K01053/K01902/K01624/K01491/K00074/K11645/K01057/K00240/K00886/K01834/K01783/K01079/K01625/K08093/K08094/K00640/K01808/K00851/K00242/K02437/K00241	80	3Dt2h
map02040	Flagellar assembly	25/854	55/13584	0.45454545454545453	7.230146902278049	11.991109457805033	3.2855163372651067e-16	1.4653402864202378e-14	1.0167808454273068e-14	K02400/K02409/K02396/K02407/K03086/K02390/K02401/K02410/K02416/K02397/K02424/K02419/K02406/K02557/K02556/K02421/K02417/K02411/K02389/K02388/K02422/K02387/K02408/K02412/K02420	25	3Dt2h
map00010	Glycolysis / Gluconeogenesis	30/854	106/13584	0.2830188679245283	4.501789580663691	9.37438609877825	1.2646212044662234e-12	4.7001754765994635e-11	3.2613915273076285e-11	K00163/K01007/K00001/K01895/K01596/K01835/K01810/K00138/K00382/K01223/K00873/K00627/K00918/K00927/K01803/K00161/K13979/K00162/K13953/K21071/K00134/K01785/K16370/K00016/K00845/K01624/K11645/K00886/K01834/K02777	30	3Dt2h
map00290	Valine, leucine and isoleucine biosynthesis	13/854	19/13584	0.6842105263157895	10.883273758165908	11.165554877334685	4.181893298188204e-12	1.2605218148986598e-10	8.746599329247251e-11	K00835/K01652/K01649/K01687/K01703/K01754/K14260/K00826/K00263/K00052/K00053/K01704/K01653	13	3Dt2h
map00970	Aminoacyl-tRNA biosynthesis	23/854	66/13584	0.3484848484848485	5.543112625079838	9.582566323729782	4.522051353896538e-12	1.2605218148986598e-10	8.746599329247251e-11	K01870/K01869/K01873/K01890/K01872/K01868/K01881/K01887/K01874/K02433/K04567/K02434/K01885/K01883/K01880/K01876/K09759/K01866/K01875/K01889/K01892/K00604/K02435	23	3Dt2h
map00500	Starch and sucrose metabolism	29/854	106/13584	0.27358490566037735	4.351729927974902	8.97267232079429	7.625572102992919e-12	1.8894473099638012e-10	1.3110632738479055e-10	K05342/K00688/K06044/K05349/K05343/K01214/K00700/K02438/K16147/K05341/K01179/K01236/K01835/K01810/K01187/K00697/K16055/K05350/K01223/K16146/K01176/K00975/K16148/K01193/K00845/K00847/K01087/K02777/K02760	29	3Dt2h
map00020	Citrate cycle (TCA cycle)	22/854	67/13584	0.3283582089552239	5.222971792093397	8.974866739731556	5.098498694934003e-11	1.1369652089702828e-9	7.889255875318932e-10	K00164/K01616/K01958/K01681/K00163/K00031/K01596/K00239/K00658/K00382/K00116/K01679/K00627/K01647/K01903/K00161/K00162/K00024/K01902/K00240/K00242/K00241	22	3Dt2h
map01232	Nucleotide metabolism	30/854	123/13584	0.24390243902439024	3.879591020734563	8.309163182765326	7.796004441162836e-11	1.5804627185266477e-9	1.0966628256946763e-9	K01081/K00525/K01937/K01951/K01129/K00088/K01756/K00756/K00758/K01939/K01485/K01488/K00526/K01487/K00942/K00560/K03783/K00760/K00945/K09903/K00943/K00761/K00857/K00939/K02825/K00759/K01520/K01494/K00940/K01489	30	3Dt2h
map00051	Fructose and mannose metabolism	28/854	112/13584	0.25	3.9765807962529274	8.192627966262467	1.79486971017444e-10	3.335466211407501e-9	2.314437257856515e-9	K02768/K02769/K02770/K00068/K01629/K01840/K02798/K02800/K00045/K00848/K19270/K00594/K01803/K01805/K01820/K00009/K00971/K00008/K01809/K21071/K00882/K00863/K16370/K01624/K00847/K11645/K12660/K01808	28	3Dt2h
map00270	Cysteine and methionine metabolism	29/854	124/13584	0.23387096774193547	3.7200271964946734	7.880869624360745	4.733399102222517e-10	7.921661213562474e-9	5.496739194683426e-9	K00058/K01752/K01740/K00003/K12524/K00928/K01761/K00641/K00812/K00789/K14155/K01739/K00831/K00826/K00133/K00549/K01697/K00016/K00024/K01738/K01011/K01251/K09880/K08964/K08967/K00640/K01243/K07173/K00558	29	3Dt2h
map03060	Protein export	16/854	39/13584	0.41025641025641024	6.525671050261215	8.950358066569205	4.973240223761194e-10	7.921661213562474e-9	5.496739194683426e-9	K03070/K03072/K03106/K03076/K13280/K03217/K03074/K03110/K03118/K03100/K03101/K03210/K03117/K03116/K03073/K03075	16	3Dt2h
map01210	2-Oxocarboxylic acid metabolism	23/854	82/13584	0.2804878048780488	4.4615296738447485	8.143076544677966	6.549803877492003e-10	9.737375097871444e-9	6.7566397894128036e-9	K01681/K00031/K01652/K01649/K01687/K01703/K01647/K00928/K00821/K00812/K14260/K05825/K00620/K01438/K00826/K00133/K00145/K00052/K00053/K00930/K01704/K01653/K00619	23	3Dt2h
map00240	Pyrimidine metabolism	27/854	111/13584	0.24324324324324326	3.869105639597443	7.861192977101406	7.371755988622603e-10	1.0274384909142753e-8	7.1292640153126495e-9	K01081/K01955/K00525/K01937/K01464/K01465/K00756/K00758/K01485/K01956/K00226/K00254/K00526/K00609/K01591/K01431/K00560/K00945/K09903/K00943/K00761/K00857/K02825/K01520/K01494/K00940/K01489	27	3Dt2h
map00250	Alanine, aspartate and glutamate metabolism	21/854	70/13584	0.3	4.771896955503513	8.19463220792953	9.303422482713389e-10	1.2203901256735798e-8	8.468130680859865e-9	K00265/K01955/K00820/K00278/K00764/K00135/K00266/K01744/K01940/K01755/K01915/K01756/K07250/K13821/K01939/K00812/K14260/K00830/K01956/K00259/K00609	21	3Dt2h
map00030	Pentose phosphate pathway	23/854	88/13584	0.26136363636363635	4.157334468809879	7.696122574379909	2.992681201659689e-9	3.707599488722837e-8	2.572655769847803e-8	K00615/K01835/K01810/K00033/K00036/K00918/K07404/K00616/K00948/K21071/K16370/K00874/K01053/K01624/K11645/K01057/K01619/K01783/K01625/K08093/K08094/K01808/K00851	23	3Dt2h
map00230	Purine metabolism	39/854	220/13584	0.17727272727272728	2.8197572918884393	7.048052965387017	3.2017568176202124e-9	3.757851422785828e-8	2.607524942881835e-8	K01081/K01952/K00951/K01139/K00525/K01835/K01951/K01129/K00088/K00764/K01756/K01939/K02083/K01945/K11788/K00839/K16839/K01933/K01589/K01488/K00948/K00526/K01923/K03651/K01487/K01524/K00942/K03783/K00760/K01515/K16841/K19710/K00939/K07816/K07127/K16840/K00759/K01588/K00940	39	3Dt2h
map00260	Glycine, serine and threonine metabolism	25/854	109/13584	0.22935779816513763	3.6482392626173645	7.189830731338808	1.1424372489743778e-8	1.2347641213039868e-7	8.567869994415203e-8	K00281/K00283/K00058/K01752/K00274/K00382/K01696/K00003/K12524/K00928/K00600/K00605/K01754/K00830/K00831/K01733/K00133/K01620/K00865/K01697/K00872/K01695/K01834/K01079/K02437	25	3Dt2h
map00620	Pyruvate metabolism	28/854	133/13584	0.21052631578947367	3.3486996178972017	7.049991528549606	1.1627823563849203e-8	1.2347641213039868e-7	8.567869994415203e-8	K01958/K18930/K01595/K00163/K01007/K13788/K00001/K01895/K01596/K01649/K01638/K00138/K00382/K00873/K00116/K01069/K01679/K00627/K00101/K00925/K00626/K00161/K13979/K00162/K13953/K00016/K00024/K01512	28	3Dt2h
map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	20/854	74/13584	0.2702702702702703	4.299006266219381	7.370278684337992	1.72023821786545e-8	1.7436960117454334e-7	1.2099283159149335e-7	K00800/K01696/K01626/K01657/K01736/K00812/K04517/K00817/K01735/K13829/K00766/K04518/K00014/K01695/K01609/K01817/K01658/K00891/K03786/K04092	20	3Dt2h
