ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	accession
map01230	Biosynthesis of amino acids	96/935	238/13584	0.40336134453781514	5.8601716622477875	20.56553854048877	7.340910097951079e-50	1.7911820639000631e-47	1.2827274486946094e-47	K00265/K01681/K00548/K00615/K01953/K01652/K01687/K01649/K00058/K01657/K00873/K00266/K01703/K01915/K01733/K01626/K01755/K00800/K00600/K00013/K00003/K01689/K01647/K00147/K01586/K00928/K01940/K01754/K01696/K00620/K00031/K00789/K01760/K01739/K00821/K00812/K00927/K00831/K00641/K01439/K01735/K00817/K13810/K00931/K02502/K00826/K01736/K00052/K00133/K00549/K00053/K01620/K00134/K00766/K01738/K01750/K01778/K02204/K00948/K00145/K00640/K00611/K04518/K01243/K00220/K11645/K00930/K01714/K00500/K01079/K01817/K00674/K00014/K01695/K00286/K01609/K02500/K01814/K01803/K00215/K01834/K00765/K01783/K01807/K01704/K02501/K01658/K01693/K01653/K00891/K00619/K03786/K01808/K01496/K01523/K04092	96	GCF_002374835.1
map01240	Biosynthesis of cofactors	106/935	375/13584	0.2826666666666667	4.10667807486631	16.586413024174657	3.2957193966923553e-38	4.020777663964674e-36	2.8794179992154262e-36	K01955/K01950/K03147/K09883/K01665/K03342/K01077/K01937/K01113/K00278/K01885/K00128/K00382/K01919/K01465/K11754/K01756/K00600/K00012/K01939/K00652/K09458/K00833/K00643/K03185/K00789/K01556/K13038/K03750/K01956/K00941/K00831/K14652/K04487/K00826/K00457/K01497/K01698/K00796/K03639/K00254/K01599/K00097/K01012/K09882/K01772/K03517/K03149/K00609/K02259/K08679/K01920/K11752/K11753/K03644/K01053/K03179/K02257/K01749/K00946/K00606/K00963/K01491/K00453/K00767/K01918/K00228/K01809/K02303/K03525/K00208/K00059/K00858/K02302/K00568/K03474/K09903/K03183/K00788/K01591/K01719/K03801/K00939/K01495/K00969/K00793/K00859/K01935/K02169/K00762/K03809/K00275/K00798/K06134/K03638/K00954/K00950/K02372/K03637/K00287/K19222/K08973/K03635/K00940/K00794/K01633	106	GCF_002374835.1
map02040	Flagellar assembly	36/935	55/13584	0.6545454545454545	9.509460379193	17.191987090194182	6.042282930654143e-29	4.914390116932036e-27	3.519364794696799e-27	K02400/K03086/K02409/K02407/K03092/K02412/K02396/K10943/K02390/K02401/K02394/K02410/K02417/K02416/K02419/K02397/K02557/K02556/K02406/K02421/K02392/K02411/K02405/K02391/K02393/K02389/K02415/K02386/K02388/K02422/K02408/K02418/K02387/K02395/K02398/K02420	36	GCF_002374835.1
map03010	Ribosome	54/935	143/13584	0.3776223776223776	5.4862271418421145	14.662534473837812	1.132826501413448e-26	6.910241658622033e-25	4.948663137753483e-25	K02945/K02886/K02967/K02988/K02906/K02982/K02863/K02897/K02926/K02986/K02939/K02931/K02996/K02933/K02876/K02864/K02992/K02871/K02878/K02867/K02959/K02879/K02990/K02994/K02948/K02884/K02935/K02890/K02950/K02952/K02874/K02887/K02881/K02895/K02892/K02946/K02954/K02888/K02902/K02965/K02961/K02899/K02956/K02968/K02909/K02963/K02970/K02916/K02904/K02907/K02911/K02913/K02914/K02919	54	GCF_002374835.1
map01200	Carbon metabolism	83/935	365/13584	0.2273972602739726	3.303705223060582	12.129687086982853	5.482953250707104e-23	2.6756811863450667e-21	1.916147872878693e-21	K00164/K01595/K01006/K01681/K00029/K01847/K01638/K00615/K03781/K07516/K01965/K01895/K01690/K00239/K00283/K00116/K01637/K14448/K00058/K01610/K01966/K01676/K00873/K00626/K00140/K01810/K00036/K00162/K00382/K01679/K00282/K01961/K00600/K00627/K00163/K01689/K01647/K01754/K00830/K00031/K00658/K14470/K01903/K00927/K00831/K00605/K00121/K13810/K00161/K00134/K00033/K01738/K11532/K00845/K00024/K01962/K00297/K00948/K00640/K01053/K11645/K01902/K00074/K01491/K01963/K01079/K01070/K09709/K07511/K00240/K01803/K00023/K01057/K01834/K01783/K01807/K01625/K02160/K05606/K01808/K00241/K00242/K02437	83	GCF_002374835.1
map03070	Bacterial secretion system	33/935	74/13584	0.44594594594594594	6.47885532591415	12.848533982467929	1.9170620551742401e-19	7.796052357708577e-18	5.5830228273495416e-18	K03070/K02453/K03230/K03219/K03217/K03072/K02454/K03106/K12340/K03076/K03224/K02455/K03229/K02461/K02460/K03074/K03110/K02452/K03118/K03228/K03222/K03226/K02459/K02457/K03071/K02462/K03117/K02456/K02458/K03075/K03210/K03116/K03073	33	GCF_002374835.1
map04112	Cell cycle - Caulobacter	22/935	31/13584	0.7096774193548387	10.310436432637571	14.109405870409965	2.3708560174689723e-19	8.264126689463274e-18	5.918227051125554e-18	K13587/K01338/K03531/K02314/K02313/K03544/K03590/K03588/K02563/K11749/K13581/K13590/K03589/K13583/K06985/K13584/K01358/K13588/K13592/K13589/K11443/K02651	22	GCF_002374835.1
map01232	Nucleotide metabolism	36/935	123/13584	0.2926829268292683	4.252197730533455	9.85068418009801	3.55303683543879e-14	1.083676234808831e-12	7.760580456353147e-13	K13482/K11177/K00525/K01937/K01951/K01488/K00088/K01241/K13481/K01756/K01939/K01487/K01129/K00526/K21053/K11178/K00560/K06966/K03787/K05810/K04765/K09903/K07043/K00942/K00939/K00943/K00945/K00857/K06287/K01494/K00759/K00769/K13483/K01489/K01520/K00940	36	GCF_002374835.1
map00230	Purine metabolism	47/935	220/13584	0.21363636363636362	3.1037822070977152	8.553019144643944	1.8808459839258084e-12	5.099182445309969e-11	3.6517009746395814e-11	K13482/K11177/K01952/K00951/K01139/K00955/K00956/K00525/K01835/K00602/K01951/K01524/K01488/K00764/K00088/K01241/K13481/K01756/K01939/K01487/K01945/K02083/K00839/K01129/K01933/K01589/K00526/K21053/K11178/K01923/K00948/K00957/K06966/K03787/K05810/K04765/K00942/K00939/K11175/K00759/K01515/K00769/K13483/K01588/K13485/K00940/K07127	47	GCF_002374835.1
map00970	Aminoacyl-tRNA biosynthesis	24/935	66/13584	0.36363636363636365	5.283033543996111	9.482935179255456	3.689873594801761e-12	9.003291571316296e-11	6.447568597232551e-11	K01870/K01873/K01872/K01869/K01890/K01879/K01868/K01876/K01887/K04566/K01874/K01881/K02433/K02434/K01883/K01885/K01892/K01875/K01866/K01889/K01867/K00604/K01878/K02435	24	GCF_002374835.1
